timestamp,model_name,model_type,data_source,checkpoint_step,batch_size,input_file,output_file,reference_file,num_examples,accuracy,content_effect,combined_score,correct_predictions,total_predictions,acc_plausible_valid,acc_implausible_valid,acc_plausible_invalid,acc_implausible_invalid,content_effect_intra_validity,content_effect_inter_validity
2026-01-23T14:35:36.561021,bert_large_uncased,bert,original,282,32,train_data/subtask 1/train_data.json,predictions/bert_bert_large_uncased_original.json,train_data/subtask 1/train_data.json,960,90.2083,1.3567,48.5705,866,960,88.75,90.42,90.17,91.46,1.4796,1.2338
