timestamp,model_name,model_type,data_source,checkpoint_step,batch_size,input_file,output_file,reference_file,num_examples,accuracy,content_effect,combined_score,correct_predictions,total_predictions,acc_plausible_valid,acc_implausible_valid,acc_plausible_invalid,acc_implausible_invalid,content_effect_intra_validity,content_effect_inter_validity
2026-01-23T14:28:37.052055,bert_base_uncased,bert,original,235,32,train_data/subtask 1/train_data.json,predictions/bert_bert_base_uncased_original.json,train_data/subtask 1/train_data.json,960,94.0625,3.0342,39.2777,903,960,93.75,96.67,90.6,95.12,3.7202,2.3482
